,Date,PM10,PM2.5,WeekDay,Month_Year
4984,7/8/2010,18,84,5,07-10
4985,7/7/2010,18,9,4,07-10
4986,7/6/2010,12,41,3,07-10
4987,7/5/2010,18,10,2,07-10
4988,7/4/2010,22,20,1,07-10
4989,7/3/2010,22,95,7,07-10
4990,7/2/2010,23,64,6,07-10
4991,7/1/2010,21,90,5,07-10
4992,6/30/2010,21,65,4,06-10
4993,6/29/2010,24,8,3,06-10
4994,6/28/2010,19,19,2,06-10
4995,6/27/2010,12,76,1,06-10
4996,6/26/2010,18,36,7,06-10
4997,6/25/2010,24,6,6,06-10
4998,6/24/2010,16,53,5,06-10
4999,6/23/2010,18,43,4,06-10
5000,6/22/2010,14,37,3,06-10
5001,6/21/2010,12,44,2,06-10
5002,6/20/2010,6,94,1,06-10
5003,6/19/2010,9,89,7,06-10
5004,6/18/2010,20,74,6,06-10
5005,6/17/2010,17,38,5,06-10
5006,6/16/2010,15,68,4,06-10
5007,6/15/2010,23,12,3,06-10
5008,6/14/2010,18,93,2,06-10
5009,6/13/2010,11,57,1,06-10
5010,6/12/2010,13,70,7,06-10
5011,6/11/2010,19,76,6,06-10
5012,6/10/2010,22,70,5,06-10
5013,6/9/2010,14,70,4,06-10
5014,6/8/2010,17,10,3,06-10
5015,6/7/2010,13,50,2,06-10
5016,6/6/2010,16,73,1,06-10
5017,6/5/2010,17,2,7,06-10
5018,6/4/2010,19,27,6,06-10
5019,6/3/2010,22,4,5,06-10
5020,6/2/2010,6,69,4,06-10
5021,6/1/2010,5,93,3,06-10
5022,5/31/2010,8,54,2,05-10
5023,5/30/2010,7,25,1,05-10
5024,5/29/2010,19,38,7,05-10
5025,5/28/2010,NA,NA,6,05-10
5026,5/27/2010,NA,NA,5,05-10
5027,5/26/2010,23,66,4,05-10
5028,5/25/2010,21,43,3,05-10
5029,5/24/2010,14,59,2,05-10
5030,5/23/2010,21,1,1,05-10
5031,5/22/2010,23,42,7,05-10
5032,5/21/2010,24,24,6,05-10
5033,5/20/2010,8,17,5,05-10
5034,5/19/2010,6,66,4,05-10
5035,5/18/2010,14,45,3,05-10
5036,5/17/2010,22,23,2,05-10
5037,5/16/2010,18,37,1,05-10
5038,5/15/2010,7,96,7,05-10
5039,5/14/2010,18,68,6,05-10
5040,5/13/2010,24,38,5,05-10
5041,5/12/2010,14,12,4,05-10
5042,5/11/2010,36,14,3,05-10
5043,5/10/2010,32,21,2,05-10
5044,5/9/2010,13,97,1,05-10
5045,5/8/2010,21,71,7,05-10
5046,5/7/2010,14,96,6,05-10
5047,5/6/2010,10,55,5,05-10
5048,5/5/2010,21,64,4,05-10
5049,5/4/2010,19,19,3,05-10
5050,5/3/2010,15,45,2,05-10
5051,5/2/2010,17,44,1,05-10
5052,5/1/2010,17,93,7,05-10
5053,4/30/2010,31,55,6,04-10
5054,4/29/2010,27,61,5,04-10
5055,4/28/2010,23,26,4,04-10
5056,4/27/2010,24,8,3,04-10
5057,4/26/2010,32,45,2,04-10
5058,4/25/2010,26,83,1,04-10
5059,4/24/2010,35,77,7,04-10
5060,4/23/2010,33,46,6,04-10
5061,4/22/2010,19,24,5,04-10
5062,4/21/2010,22,17,4,04-10
5063,4/20/2010,54,57,3,04-10
5064,4/19/2010,50,31,2,04-10
5065,4/18/2010,22,56,1,04-10
5066,4/17/2010,30,61,7,04-10
5067,4/16/2010,36,70,6,04-10
5068,4/15/2010,35,37,5,04-10
5069,4/14/2010,44,14,4,04-10
5070,4/13/2010,45,74,3,04-10
5071,4/12/2010,28,82,2,04-10
5072,4/11/2010,7,85,1,04-10
5073,4/10/2010,12,46,7,04-10
5074,4/9/2010,26,57,6,04-10
5075,4/8/2010,38,61,5,04-10
5076,4/7/2010,27,20,4,04-10
5077,4/6/2010,26,68,3,04-10
5078,4/5/2010,15,21,2,04-10
5079,4/4/2010,8,27,1,04-10
5080,4/3/2010,15,31,7,04-10
5081,4/2/2010,14,39,6,04-10
5082,4/1/2010,17,57,5,04-10
5083,3/31/2010,13,90,4,03-10
5084,3/30/2010,21,16,3,03-10
5085,3/29/2010,9,83,2,03-10
5086,3/28/2010,9,18,1,03-10
5087,3/27/2010,12,42,7,03-10
5088,3/26/2010,20,42,6,03-10
5089,3/25/2010,33,51,5,03-10
5090,3/24/2010,38,37,4,03-10
5091,3/23/2010,33,83,3,03-10
5092,3/22/2010,NA,NA,2,03-10
5093,3/21/2010,NA,NA,1,03-10
5094,3/20/2010,20,41,7,03-10
5095,3/19/2010,33,8,6,03-10
5096,3/18/2010,39,91,5,03-10
5097,3/17/2010,35,54,4,03-10
5098,3/16/2010,15,59,3,03-10
5099,3/15/2010,13,77,2,03-10
5100,3/14/2010,11,96,1,03-10
5101,3/13/2010,16,95,7,03-10
5102,3/12/2010,46,78,6,03-10
5103,3/11/2010,86,46,5,03-10
5104,3/10/2010,63,76,4,03-10
5105,3/9/2010,52,27,3,03-10
5106,3/8/2010,30,89,2,03-10
5107,3/7/2010,27,0,1,03-10
5108,3/6/2010,20,22,7,03-10
5109,3/5/2010,16,7,6,03-10
5110,3/4/2010,32,11,5,03-10
5111,3/3/2010,29,67,4,03-10
5112,3/2/2010,31,22,3,03-10
5113,3/1/2010,13,13,2,03-10
5114,2/28/2010,10,31,1,02-10
5115,2/27/2010,14,8,7,02-10
5116,2/26/2010,11,31,6,02-10
5117,2/25/2010,16,24,5,02-10
5118,2/24/2010,21,78,4,02-10
5119,2/23/2010,14,19,3,02-10
5120,2/22/2010,14,31,2,02-10
5121,2/21/2010,11,66,1,02-10
5122,2/20/2010,21,29,7,02-10
5123,2/19/2010,37,28,6,02-10
5124,2/18/2010,46,44,5,02-10
5125,2/17/2010,46,59,4,02-10
5126,2/16/2010,41,0,3,02-10
5127,2/15/2010,NA,NA,2,02-10
5128,2/14/2010,22,35,1,02-10
5129,2/13/2010,14,38,7,02-10
5130,2/12/2010,30,82,6,02-10
5131,2/11/2010,87,20,5,02-10
5132,2/10/2010,68,43,4,02-10
5133,2/9/2010,55,10,3,02-10
5134,2/8/2010,51,0,2,02-10
5135,2/7/2010,60,99,1,02-10
5136,2/6/2010,61,3,7,02-10
5137,2/5/2010,36,82,6,02-10
5138,2/4/2010,18,13,5,02-10
5139,2/3/2010,12,12,4,02-10
5140,2/2/2010,22,38,3,02-10
5141,2/1/2010,22,3,2,02-10
5142,1/31/2010,21,12,1,01-10
5143,1/30/2010,13,44,7,01-10
5144,1/29/2010,10,42,6,01-10
5145,1/28/2010,20,18,5,01-10
5146,1/27/2010,113,20,4,01-10
5147,1/26/2010,142,26,3,01-10
5148,1/25/2010,56,11,2,01-10
5149,1/24/2010,57,25,1,01-10
5150,1/23/2010,42,65,7,01-10
5151,1/22/2010,54,3,6,01-10
5152,1/21/2010,45,36,5,01-10
5153,1/20/2010,35,10,4,01-10
5154,1/19/2010,29,48,3,01-10
5155,1/18/2010,24,30,2,01-10
5156,1/17/2010,20,96,1,01-10
5157,1/16/2010,29,6,7,01-10
5158,1/15/2010,38,24,6,01-10
5159,1/14/2010,26,62,5,01-10
5160,1/13/2010,60,86,4,01-10
5161,1/12/2010,57,24,3,01-10
5162,1/11/2010,33,89,2,01-10
5163,1/10/2010,22,42,1,01-10
5164,1/9/2010,41,28,7,01-10
5165,1/8/2010,50,24,6,01-10
5166,1/7/2010,39,20,5,01-10
5167,1/6/2010,35,31,4,01-10
5168,1/5/2010,32,74,3,01-10
5169,1/4/2010,31,16,2,01-10
5170,1/3/2010,28,65,1,01-10
5171,1/2/2010,12,56,7,01-10
5172,1/1/2010,33,2,6,01-10
5173,12/31/2009,17,40,5,12-09
5174,12/30/2009,18,45,4,12-09
5175,12/29/2009,19,0,3,12-09
5176,12/28/2009,10,14,2,12-09
5177,12/27/2009,15,57,1,12-09
5178,12/26/2009,9,37,7,12-09
5179,12/25/2009,6,0,6,12-09
5180,12/24/2009,25,58,5,12-09
5181,12/23/2009,18,77,4,12-09
5182,12/22/2009,20,84,3,12-09
5183,12/21/2009,20,45,2,12-09
5184,12/20/2009,41,89,1,12-09
5185,12/19/2009,53,69,7,12-09
5186,12/18/2009,40,26,6,12-09
5187,12/17/2009,24,53,5,12-09
5188,12/16/2009,30,28,4,12-09
5189,12/15/2009,31,83,3,12-09
5190,12/14/2009,34,74,2,12-09
5191,12/13/2009,21,29,1,12-09
5192,12/12/2009,21,15,7,12-09
5193,12/11/2009,17,99,6,12-09
5194,12/10/2009,12,62,5,12-09
5195,12/9/2009,23,61,4,12-09
5196,12/8/2009,11,52,3,12-09
5197,12/7/2009,21,72,2,12-09
5198,12/6/2009,12,39,1,12-09
5199,12/5/2009,17,48,7,12-09
5200,12/4/2009,19,80,6,12-09
5201,12/3/2009,21,30,5,12-09
5202,12/2/2009,23,73,4,12-09
5203,12/1/2009,11,10,3,12-09
5204,11/30/2009,28,21,2,11-09
5205,11/29/2009,9,62,1,11-09
5206,11/28/2009,6,37,7,11-09
5207,11/27/2009,8,87,6,11-09
5208,11/26/2009,9,26,5,11-09
5209,11/25/2009,10,31,4,11-09
5210,11/24/2009,9,42,3,11-09
5211,11/23/2009,5,96,2,11-09
5212,11/22/2009,23,37,1,11-09
5213,11/21/2009,34,3,7,11-09
5214,11/20/2009,25,10,6,11-09
5215,11/19/2009,17,34,5,11-09
5216,11/18/2009,7,10,4,11-09
5217,11/17/2009,11,80,3,11-09
5218,11/16/2009,23,42,2,11-09
5219,11/15/2009,11,56,1,11-09
5220,11/14/2009,14,31,7,11-09
5221,11/13/2009,19,73,6,11-09
5222,11/12/2009,23,72,5,11-09
5223,11/11/2009,23,45,4,11-09
5224,11/10/2009,13,60,3,11-09
5225,11/9/2009,17,51,2,11-09
5226,11/8/2009,24,56,1,11-09
5227,11/7/2009,20,21,7,11-09
5228,11/6/2009,18,78,6,11-09
5229,11/5/2009,10,51,5,11-09
5230,11/4/2009,5,94,4,11-09
5231,11/3/2009,14,34,3,11-09
5232,11/2/2009,18,61,2,11-09
5233,11/1/2009,37,4,1,11-09
5234,10/31/2009,29,50,7,10-09
5235,10/30/2009,28,94,6,10-09
5236,10/29/2009,54,98,5,10-09
5237,10/28/2009,32,57,4,10-09
5238,10/27/2009,16,5,3,10-09
5239,10/26/2009,21,28,2,10-09
5240,10/25/2009,18,84,1,10-09
5241,10/24/2009,26,37,7,10-09
5242,10/23/2009,37,30,6,10-09
5243,10/22/2009,64,49,5,10-09
5244,10/21/2009,50,19,4,10-09
5245,10/20/2009,27,47,3,10-09
5246,10/19/2009,16,15,2,10-09
5247,10/18/2009,4,23,1,10-09
5248,10/17/2009,3,72,7,10-09
5249,10/16/2009,8,35,6,10-09
5250,10/15/2009,10,85,5,10-09
5251,10/14/2009,7,91,4,10-09
5252,10/13/2009,7,26,3,10-09
5253,10/12/2009,4,99,2,10-09
5254,10/11/2009,9,1,1,10-09
5255,10/10/2009,22,85,7,10-09
5256,10/9/2009,26,99,6,10-09
5257,10/8/2009,16,14,5,10-09
5258,10/7/2009,21,34,4,10-09
5259,10/6/2009,19,57,3,10-09
5260,10/5/2009,20,35,2,10-09
5261,10/4/2009,10,27,1,10-09
5262,10/3/2009,21,34,7,10-09
5263,10/2/2009,17,63,6,10-09
5264,10/1/2009,18,59,5,10-09
5265,9/30/2009,13,27,4,09-09
5266,9/29/2009,30,25,3,09-09
5267,9/28/2009,29,57,2,09-09
5268,9/27/2009,21,50,1,09-09
5269,9/26/2009,23,60,7,09-09
5270,9/25/2009,24,17,6,09-09
5271,9/24/2009,21,16,5,09-09
5272,9/23/2009,23,51,4,09-09
5273,9/22/2009,39,52,3,09-09
5274,9/21/2009,49,94,2,09-09
5275,9/20/2009,26,7,1,09-09
5276,9/19/2009,28,48,7,09-09
5277,9/18/2009,29,72,6,09-09
5278,9/17/2009,35,36,5,09-09
5279,9/16/2009,58,99,4,09-09
5280,9/15/2009,46,9,3,09-09
5281,9/14/2009,21,31,2,09-09
5282,9/13/2009,8,63,1,09-09
5283,9/12/2009,19,22,7,09-09
5284,9/11/2009,18,36,6,09-09
5285,9/10/2009,35,99,5,09-09
5286,9/9/2009,20,13,4,09-09
5287,9/8/2009,16,10,3,09-09
5288,9/7/2009,15,12,2,09-09
5289,9/6/2009,10,82,1,09-09
5290,9/5/2009,7,42,7,09-09
5291,9/4/2009,9,31,6,09-09
5292,9/3/2009,10,22,5,09-09
5293,9/2/2009,12,48,4,09-09
5294,9/1/2009,18,91,3,09-09
5295,8/31/2009,13,51,2,08-09
5296,8/30/2009,8,41,1,08-09
5297,8/29/2009,14,90,7,08-09
5298,8/28/2009,19,62,6,08-09
5299,8/27/2009,16,23,5,08-09
5300,8/26/2009,22,17,4,08-09
5301,8/25/2009,18,88,3,08-09
5302,8/24/2009,13,12,2,08-09
5303,8/23/2009,12,7,1,08-09
5304,8/22/2009,20,14,7,08-09
5305,8/21/2009,23,13,6,08-09
5306,8/20/2009,18,61,5,08-09
5307,8/19/2009,19,2,4,08-09
5308,8/18/2009,16,21,3,08-09
5309,8/17/2009,20,84,2,08-09
5310,8/16/2009,15,32,1,08-09
5311,8/15/2009,17,5,7,08-09
5312,8/14/2009,18,95,6,08-09
5313,8/13/2009,11,28,5,08-09
5314,8/12/2009,17,54,4,08-09
5315,8/11/2009,23,30,3,08-09
5316,8/10/2009,20,6,2,08-09
5317,8/9/2009,18,58,1,08-09
5318,8/8/2009,21,52,7,08-09
5319,8/7/2009,21,47,6,08-09
5320,8/6/2009,16,21,5,08-09
5321,8/5/2009,16,55,4,08-09
5322,8/4/2009,19,52,3,08-09
5323,8/3/2009,14,72,2,08-09
5324,8/2/2009,14,3,1,08-09
5325,8/1/2009,19,42,7,08-09
5326,7/31/2009,18,99,6,07-09
5327,7/30/2009,14,21,5,07-09
5328,7/29/2009,12,96,4,07-09
5329,7/28/2009,9,42,3,07-09
5330,7/27/2009,11,83,2,07-09
5331,7/26/2009,8,29,1,07-09
5332,7/25/2009,9,65,7,07-09
5333,7/24/2009,9,86,6,07-09
5334,7/23/2009,18,72,5,07-09
5335,7/22/2009,18,61,4,07-09
5336,7/21/2009,13,98,3,07-09
5337,7/20/2009,13,39,2,07-09
5338,7/19/2009,8,6,1,07-09
5339,7/18/2009,9,21,7,07-09
5340,7/17/2009,18,81,6,07-09
5341,7/16/2009,16,74,5,07-09
5342,7/15/2009,9,30,4,07-09
5343,7/14/2009,11,19,3,07-09
5344,7/13/2009,10,82,2,07-09
5345,7/12/2009,8,22,1,07-09
5346,7/11/2009,12,11,7,07-09
5347,7/10/2009,12,51,6,07-09
5348,7/9/2009,11,40,5,07-09
5349,7/8/2009,8,92,4,07-09
5350,7/7/2009,12,49,3,07-09
5351,7/6/2009,11,2,2,07-09
5352,7/5/2009,9,85,1,07-09
5353,7/4/2009,16,74,7,07-09
5354,7/3/2009,19,66,6,07-09
5355,7/2/2009,25,23,5,07-09
5356,7/1/2009,20,35,4,07-09
5357,6/30/2009,23,23,3,06-09
5358,6/29/2009,21,23,2,06-09
5359,6/28/2009,16,18,1,06-09
5360,6/27/2009,20,6,7,06-09
5361,6/26/2009,21,81,6,06-09
5362,6/25/2009,27,75,5,06-09
5363,6/24/2009,22,14,4,06-09
5364,6/23/2009,15,88,3,06-09
5365,6/22/2009,14,40,2,06-09
5366,6/21/2009,8,44,1,06-09
5367,6/20/2009,11,19,7,06-09
5368,6/19/2009,19,54,6,06-09
5369,6/18/2009,15,59,5,06-09
5370,6/17/2009,14,3,4,06-09
5371,6/16/2009,8,80,3,06-09
5372,6/15/2009,16,53,2,06-09
5373,6/14/2009,12,20,1,06-09
5374,6/13/2009,11,38,7,06-09
5375,6/12/2009,10,71,6,06-09
5376,6/11/2009,7,97,5,06-09
5377,6/10/2009,10,41,4,06-09
5378,6/9/2009,11,38,3,06-09
5379,6/8/2009,11,17,2,06-09
5380,6/7/2009,7,25,1,06-09
5381,6/6/2009,18,76,7,06-09
5382,6/5/2009,13,57,6,06-09
5383,6/4/2009,14,20,5,06-09
5384,6/3/2009,14,46,4,06-09
5385,6/2/2009,NA,NA,3,06-09
5386,6/1/2009,11,15,2,06-09
5387,5/31/2009,15,47,1,05-09
5388,5/30/2009,19,24,7,05-09
5389,5/29/2009,10,58,6,05-09
5390,5/28/2009,11,73,5,05-09
5391,5/27/2009,11,60,4,05-09
5392,5/26/2009,21,1,3,05-09
5393,5/25/2009,22,37,2,05-09
5394,5/24/2009,11,86,1,05-09
5395,5/23/2009,12,28,7,05-09
5396,5/22/2009,17,84,6,05-09
5397,5/21/2009,12,64,5,05-09
5398,5/20/2009,19,46,4,05-09
5399,5/19/2009,14,72,3,05-09
5400,5/18/2009,11,12,2,05-09
5401,5/17/2009,9,24,1,05-09
5402,5/16/2009,11,73,7,05-09
5403,5/15/2009,17,90,6,05-09
5404,5/14/2009,17,1,5,05-09
5405,5/13/2009,19,96,4,05-09
5406,5/12/2009,15,92,3,05-09
5407,5/11/2009,25,10,2,05-09
5408,5/10/2009,15,42,1,05-09
5409,5/9/2009,15,97,7,05-09
5410,5/8/2009,14,40,6,05-09
5411,5/7/2009,17,59,5,05-09
5412,5/6/2009,11,60,4,05-09
5413,5/5/2009,17,27,3,05-09
5414,5/4/2009,13,0,2,05-09
5415,5/3/2009,24,26,1,05-09
5416,5/2/2009,24,25,7,05-09
5417,5/1/2009,58,94,6,05-09
5418,4/30/2009,49,0,5,04-09
5419,4/29/2009,10,62,4,04-09
5420,4/28/2009,24,18,3,04-09
5421,4/27/2009,23,43,2,04-09
5422,4/26/2009,25,8,1,04-09
5423,4/25/2009,30,86,7,04-09
5424,4/24/2009,37,12,6,04-09
5425,4/23/2009,17,80,5,04-09
5426,4/22/2009,31,22,4,04-09
5427,4/21/2009,27,68,3,04-09
5428,4/20/2009,30,59,2,04-09
5429,4/19/2009,19,12,1,04-09
5430,4/18/2009,43,24,7,04-09
5431,4/17/2009,26,84,6,04-09
5432,4/16/2009,40,72,5,04-09
5433,4/15/2009,38,74,4,04-09
5434,4/14/2009,39,68,3,04-09
5435,4/13/2009,27,73,2,04-09
5436,4/12/2009,29,63,1,04-09
5437,4/11/2009,34,96,7,04-09
5438,4/10/2009,25,5,6,04-09
5439,4/9/2009,23,98,5,04-09
5440,4/8/2009,28,4,4,04-09
5441,4/7/2009,43,19,3,04-09
5442,4/6/2009,63,95,2,04-09
5443,4/5/2009,78,85,1,04-09
5444,4/4/2009,55,20,7,04-09
5445,4/3/2009,44,44,6,04-09
5446,4/2/2009,47,28,5,04-09
5447,4/1/2009,50,10,4,04-09
5448,3/31/2009,34,43,3,03-09
5449,3/30/2009,36,79,2,03-09
5450,3/29/2009,13,2,1,03-09
5451,3/28/2009,9,30,7,03-09
5452,3/27/2009,10,32,6,03-09
5453,3/26/2009,12,22,5,03-09
5454,3/25/2009,14,35,4,03-09
5455,3/24/2009,8,17,3,03-09
5456,3/23/2009,18,27,2,03-09
5457,3/22/2009,23,81,1,03-09
5458,3/21/2009,24,16,7,03-09
5459,3/20/2009,24,41,6,03-09
5460,3/19/2009,20,58,5,03-09
5461,3/18/2009,18,50,4,03-09
5462,3/17/2009,23,86,3,03-09
5463,3/16/2009,10,51,2,03-09
5464,3/15/2009,9,50,1,03-09
5465,3/14/2009,19,34,7,03-09
5466,3/13/2009,13,67,6,03-09
5467,3/12/2009,12,1,5,03-09
5468,3/11/2009,7,96,4,03-09
5469,3/10/2009,9,22,3,03-09
5470,3/9/2009,14,43,2,03-09
5471,3/8/2009,16,31,1,03-09
5472,3/7/2009,8,63,7,03-09
5473,3/6/2009,21,58,6,03-09
5474,3/5/2009,55,43,5,03-09
5475,3/4/2009,NA,NA,4,03-09
5476,3/3/2009,31,9,3,03-09
5477,3/2/2009,23,49,2,03-09
5478,3/1/2009,11,97,1,03-09
5479,2/28/2009,13,12,7,02-09
5480,2/27/2009,13,20,6,02-09
5481,2/26/2009,26,0,5,02-09
5482,2/25/2009,25,10,4,02-09
5483,2/24/2009,23,17,3,02-09
5484,2/23/2009,8,20,2,02-09
5485,2/22/2009,8,17,1,02-09
5486,2/21/2009,11,45,7,02-09
5487,2/20/2009,26,40,6,02-09
5488,2/19/2009,31,92,5,02-09
5489,2/18/2009,16,44,4,02-09
5490,2/17/2009,16,74,3,02-09
5491,2/16/2009,28,0,2,02-09
5492,2/15/2009,23,67,1,02-09
5493,2/14/2009,20,59,7,02-09
5494,2/13/2009,22,9,6,02-09
5495,2/12/2009,14,50,5,02-09
5496,2/11/2009,10,66,4,02-09
5497,2/10/2009,7,7,3,02-09
5498,2/9/2009,24,72,2,02-09
5499,2/8/2009,16,50,1,02-09
5500,2/7/2009,31,38,7,02-09
5501,2/6/2009,28,62,6,02-09
5502,2/5/2009,31,50,5,02-09
5503,2/4/2009,32,56,4,02-09
5504,2/3/2009,36,51,3,02-09
5505,2/2/2009,37,37,2,02-09
5506,2/1/2009,23,81,1,02-09
5507,1/31/2009,26,79,7,01-09
5508,1/30/2009,36,24,6,01-09
5509,1/29/2009,43,70,5,01-09
5510,1/28/2009,54,63,4,01-09
5511,1/27/2009,74,86,3,01-09
5512,1/26/2009,55,60,2,01-09
5513,1/25/2009,23,92,1,01-09
5514,1/24/2009,13,3,7,01-09
5515,1/23/2009,14,24,6,01-09
5516,1/22/2009,18,21,5,01-09
5517,1/21/2009,30,45,4,01-09
5518,1/20/2009,12,79,3,01-09
5519,1/19/2009,8,78,2,01-09
5520,1/18/2009,22,2,1,01-09
5521,1/17/2009,39,69,7,01-09
5522,1/16/2009,28,95,6,01-09
5523,1/15/2009,78,64,5,01-09
5524,1/14/2009,75,61,4,01-09
5525,1/13/2009,64,23,3,01-09
5526,1/12/2009,65,14,2,01-09
5527,1/11/2009,60,17,1,01-09
5528,1/10/2009,46,27,7,01-09
5529,1/9/2009,50,36,6,01-09
5530,1/8/2009,39,86,5,01-09
5531,1/7/2009,53,48,4,01-09
5532,1/6/2009,70,84,3,01-09
5533,1/5/2009,24,78,2,01-09
5534,1/4/2009,19,82,1,01-09
5535,1/3/2009,22,98,7,01-09
5536,1/2/2009,44,74,6,01-09
5537,1/1/2009,70,91,5,01-09
5538,12/31/2008,52,69,4,12-08
5539,12/30/2008,58,43,3,12-08
5540,12/29/2008,68,25,2,12-08
5541,12/28/2008,36,71,1,12-08
5542,12/27/2008,29,59,7,12-08
5543,12/26/2008,19,22,6,12-08
5544,12/25/2008,9,51,5,12-08
5545,12/24/2008,11,29,4,12-08
5546,12/23/2008,16,44,3,12-08
5547,12/22/2008,8,49,2,12-08
5548,12/21/2008,13,0,1,12-08
5549,12/20/2008,8,55,7,12-08
5550,12/19/2008,13,24,6,12-08
5551,12/18/2008,17,88,5,12-08
5552,12/17/2008,29,80,4,12-08
5553,12/16/2008,35,46,3,12-08
5554,12/15/2008,46,66,2,12-08
5555,12/14/2008,21,14,1,12-08
5556,12/13/2008,40,56,7,12-08
5557,12/12/2008,27,24,6,12-08
5558,12/11/2008,22,59,5,12-08
5559,12/10/2008,35,90,4,12-08
5560,12/9/2008,23,99,3,12-08
5561,12/8/2008,19,76,2,12-08
5562,12/7/2008,12,81,1,12-08
5563,12/6/2008,10,53,7,12-08
5564,12/5/2008,11,0,6,12-08
5565,12/4/2008,11,88,5,12-08
5566,12/3/2008,13,78,4,12-08
5567,12/2/2008,17,22,3,12-08
5568,12/1/2008,34,54,2,12-08
5569,11/30/2008,34,56,1,11-08
5570,11/29/2008,34,77,7,11-08
5571,11/28/2008,36,9,6,11-08
5572,11/27/2008,NA,NA,5,11-08
5573,11/26/2008,NA,NA,4,11-08
5574,11/25/2008,NA,NA,3,11-08
5575,11/24/2008,NA,NA,2,11-08
5576,11/23/2008,NA,NA,1,11-08
5577,11/22/2008,NA,NA,7,11-08
5578,11/21/2008,NA,NA,6,11-08
5579,11/20/2008,NA,NA,5,11-08
5580,11/19/2008,NA,NA,4,11-08
5581,11/18/2008,23,2,3,11-08
5582,11/17/2008,20,64,2,11-08
5583,11/16/2008,9,12,1,11-08
5584,11/15/2008,26,9,7,11-08
5585,11/14/2008,27,58,6,11-08
5586,11/13/2008,35,20,5,11-08
5587,11/12/2008,19,6,4,11-08
5588,11/11/2008,12,68,3,11-08
5589,11/10/2008,11,25,2,11-08
5590,11/9/2008,23,20,1,11-08
5591,11/8/2008,44,67,7,11-08
5592,11/7/2008,44,53,6,11-08
5593,11/6/2008,45,38,5,11-08
5594,11/5/2008,54,62,4,11-08
5595,11/4/2008,42,63,3,11-08
5596,11/3/2008,49,52,2,11-08
5597,11/2/2008,25,98,1,11-08
5598,11/1/2008,29,0,7,11-08
5599,10/31/2008,23,17,6,10-08
5600,10/30/2008,17,83,5,10-08
5601,10/29/2008,13,1,4,10-08
5602,10/28/2008,33,13,3,10-08
5603,10/27/2008,16,72,2,10-08
5604,10/26/2008,31,96,1,10-08
5605,10/25/2008,33,22,7,10-08
5606,10/24/2008,27,84,6,10-08
5607,10/23/2008,25,51,5,10-08
5608,10/22/2008,7,82,4,10-08
5609,10/21/2008,25,5,3,10-08
5610,10/20/2008,31,0,2,10-08
5611,10/19/2008,23,85,1,10-08
5612,10/18/2008,23,24,7,10-08
5613,10/17/2008,21,86,6,10-08
5614,10/16/2008,10,50,5,10-08
5615,10/15/2008,38,9,4,10-08
5616,10/14/2008,41,21,3,10-08
5617,10/13/2008,31,22,2,10-08
5618,10/12/2008,23,75,1,10-08
5619,10/11/2008,26,18,7,10-08
5620,10/10/2008,39,72,6,10-08
5621,10/9/2008,39,38,5,10-08
5622,10/8/2008,33,38,4,10-08
5623,10/7/2008,22,77,3,10-08
5624,10/6/2008,8,42,2,10-08
5625,10/5/2008,9,90,1,10-08
5626,10/4/2008,10,0,7,10-08
5627,10/3/2008,11,93,6,10-08
5628,10/2/2008,12,74,5,10-08
5629,10/1/2008,7,10,4,10-08
5630,9/30/2008,30,65,3,09-08
5631,9/29/2008,39,12,2,09-08
5632,9/28/2008,21,66,1,09-08
5633,9/27/2008,36,19,7,09-08
5634,9/26/2008,38,23,6,09-08
5635,9/25/2008,29,61,5,09-08
5636,9/24/2008,24,22,4,09-08
5637,9/23/2008,17,32,3,09-08
5638,9/22/2008,NA,NA,2,09-08
5639,9/21/2008,NA,NA,1,09-08
5640,9/20/2008,17,32,7,09-08
5641,9/19/2008,20,40,6,09-08
5642,9/18/2008,18,4,5,09-08
5643,9/17/2008,19,95,4,09-08
5644,9/16/2008,18,56,3,09-08
5645,9/15/2008,22,8,2,09-08
5646,9/14/2008,11,55,1,09-08
5647,9/13/2008,15,40,7,09-08
5648,9/12/2008,35,14,6,09-08
5649,9/11/2008,19,83,5,09-08
5650,9/10/2008,20,27,4,09-08
5651,9/9/2008,14,31,3,09-08
5652,9/8/2008,NA,NA,2,09-08
5653,9/7/2008,NA,NA,1,09-08
5654,9/6/2008,NA,NA,7,09-08
5655,9/5/2008,18,58,6,09-08
5656,9/4/2008,11,39,5,09-08
5657,9/3/2008,14,69,4,09-08
5658,9/2/2008,23,14,3,09-08
5659,9/1/2008,16,8,2,09-08
5660,8/31/2008,16,76,1,08-08
5661,8/30/2008,15,70,7,08-08
5662,8/29/2008,24,32,6,08-08
5663,8/28/2008,36,87,5,08-08
5664,8/27/2008,19,60,4,08-08
5665,8/26/2008,22,14,3,08-08
5666,8/25/2008,17,71,2,08-08
5667,8/24/2008,9,47,1,08-08
5668,8/23/2008,9,7,7,08-08
5669,8/22/2008,15,56,6,08-08
5670,8/21/2008,14,15,5,08-08
5671,8/20/2008,11,2,4,08-08
5672,8/19/2008,NA,NA,3,08-08
5673,8/18/2008,NA,NA,2,08-08
5674,8/17/2008,16,95,1,08-08
5675,8/16/2008,25,20,7,08-08
5676,8/15/2008,NA,NA,6,08-08
5677,8/14/2008,17,10,5,08-08
5678,8/13/2008,10,24,4,08-08
5679,8/12/2008,9,78,3,08-08
